tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,match_date,color,X,Y,Tableau X,Tableau Y,Radius,Stage Group,Result,Opponent,Point ID
1999-520,Roland Garros,Clay,128,G,19990524,48,102158,3,,Patrick Rafter,R,185,AUS,26.4010951403,3,3298,103819,,WC,Roger Federer,R,185,SUI,17.7905544148,111,424,5-7 6-3 6-0 6-2,5,R128,133,6,3,117,84,59,20,18,7,9,3,3,108,60,37,24,17,10,17,1999-05-24,#aeb7c6,257.92,9.42,257.92,690.58,5.5,Early Rounds,Loss,Patrick Rafter,1
1999-540,Wimbledon,Grass,128,G,19990621,50,102562,,,Jiri Novak,R,190,CZE,24.2491444216,59,779,103819,,WC,Roger Federer,R,185,SUI,17.8672142368,103,457,6-3 3-6 4-6 6-3 6-4,5,R128,138,1,5,171,130,85,16,24,17,21,8,6,160,108,77,22,23,10,15,1999-06-21,#aeb7c6,278.57,9.59,278.57,690.41,5.5,Early Rounds,Loss,Jiri Novak,2
2000-580,Australian Open,Hard,128,G,20000117,52,103819,,,Roger Federer,R,185,SUI,18.4421629021,62,620,102021,,,Michael Chang,R,175,USA,27.9014373717,38,841,6-4 6-4 7-6(5),5,R128,125,14,7,101,55,42,28,16,1,3,6,9,120,74,52,22,16,5,9,2000-01-17,#aeb7c6,299.22,9.77,299.22,690.23,5.5,Early Rounds,Win,Michael Chang,3
2000-580,Australian Open,Hard,128,G,20000117,90,103819,,,Roger Federer,R,185,SUI,18.4421629021,62,620,102466,,,Jan Kroslak,R,188,SVK,25.2511978097,104,372,7-6(1) 6-2 6-3,5,R64,106,9,4,106,64,43,28,14,9,10,6,6,105,68,41,16,15,8,12,2000-01-17,#aeb7c6,316.67,10.51,316.67,689.49,5.5,Early Rounds,Win,Jan Kroslak,4
2000-580,Australian Open,Hard,128,G,20000117,109,103096,,,Arnaud Clement,R,173,FRA,22.083504449,54,694,103819,,,Roger Federer,R,185,SUI,18.4421629021,62,620,6-1 6-4 6-3,5,R32,101,2,0,84,50,36,21,13,3,4,7,6,88,49,32,13,13,6,12,2000-01-17,#aeb7c6,335.15,10.12,335.15,689.88,5.5,Early Rounds,Loss,Arnaud Clement,5
2000-520,Roland Garros,Clay,128,G,20000529,50,103819,,,Roger Federer,R,185,SUI,18.8062970568,54,735,101885,,,Wayne Arthurs,L,190,AUS,29.1991786448,106,386,7-6(4) 6-3 1-6 6-3,5,R128,147,5,4,135,80,59,31,19,11,13,16,7,119,57,49,31,18,7,9,2000-05-29,#aeb7c6,354.76,9.77,354.76,690.23,5.5,Early Rounds,Win,Wayne Arthurs,6
2000-520,Roland Garros,Clay,128,G,20000529,89,103819,,,Roger Federer,R,185,SUI,18.8062970568,54,735,102998,,,Jan Michael Gambill,R,190,USA,22.9869952088,69,626,7-6(5) 6-3 6-3,5,R64,132,8,3,124,80,56,25,15,9,10,6,3,98,63,41,17,15,2,6,2000-05-29,#aeb7c6,375.41,9.95,375.41,690.05,5.5,Early Rounds,Win,Jan Michael Gambill,7
2000-520,Roland Garros,Clay,128,G,20000529,109,103819,,,Roger Federer,R,185,SUI,18.8062970568,54,735,103356,,Q,Michel Kratochvil,R,185,SUI,21.144421629,120,335,7-6(5) 6-4 2-6 6-7(4) 8-6,5,R32,265,14,7,179,101,75,40,28,10,16,6,15,212,101,67,60,28,17,23,2000-05-29,#aeb7c6,393.37,10.12,393.37,689.88,5.5,Early Rounds,Win,Michel Kratochvil,8
2000-520,Roland Garros,Clay,128,G,20000529,119,102374,10,,Alex Corretja,R,180,ESP,26.1327857632,10,1776,103819,,,Roger Federer,R,185,SUI,18.8062970568,54,735,7-5 7-6(7) 6-2,5,R16,156,5,3,107,52,45,28,16,3,5,9,6,126,74,53,18,16,9,14,2000-05-29,#49b6c2,516.01,29.90,516.01,670.10,7.2,R16 / Quarter-Final,Loss,Alex Corretja,9
2000-540,Wimbledon,Grass,128,G,20000626,33,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.3518138261,5,3016,103819,,,Roger Federer,R,185,SUI,18.8829568789,35,914,7-5 7-5 7-6(6),5,R128,128,13,9,122,73,55,23,18,5,8,10,2,115,67,43,28,18,2,7,2000-06-26,#aeb7c6,411.90,9.78,411.90,690.22,5.5,Early Rounds,Loss,Yevgeny Kafelnikov,10
2000-560,US Open,Hard,128,G,20000828,38,103819,,,Roger Federer,R,185,SUI,19.0554414784,40,892,103193,,,Peter Wessels,R,196,NED,22.3107460643,89,467,4-6 4-6 6-3 7-5 3-4 RET,5,R128,152,15,9,150,85,62,38,25,5,8,15,4,128,81,61,30,24,2,5,2000-08-28,#aeb7c6,429.35,9.95,429.35,690.05,5.5,Early Rounds,Win,Peter Wessels,11
2000-560,US Open,Hard,128,G,20000828,83,103819,,,Roger Federer,R,185,SUI,19.0554414784,40,892,102110,,,Daniel Nestor,L,190,CAN,27.9808350445,307,99,6-1 7-6(5) 6-1,5,R64,92,15,1,88,55,48,18,14,4,4,7,4,77,54,33,10,12,4,8,2000-08-28,#aeb7c6,449.10,10.13,449.10,689.87,5.5,Early Rounds,Win,Daniel Nestor,12
2000-560,US Open,Hard,128,G,20000828,106,103507,12,,Juan Carlos Ferrero,R,183,ESP,20.5420944559,12,1619,103819,,,Roger Federer,R,185,SUI,19.0554414784,40,892,7-5 7-6(6) 1-6 7-6(6),5,R32,173,4,10,151,81,55,36,22,3,9,14,7,135,75,60,30,21,8,12,2000-08-28,#aeb7c6,468.39,10.19,468.39,689.81,5.5,Early Rounds,Loss,Juan Carlos Ferrero,13
2001-580,Australian Open,Hard,128,G,20010115,6,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,103324,,,Arnaud Di Pasquale,R,185,FRA,21.9274469541,61,670,6-4 4-6 6-1 7-5,5,R128,132,6,0,120,81,52,25,19,5,8,1,2,124,78,48,23,20,4,10,2001-01-15,#aeb7c6,488.38,9.78,488.38,690.22,5.5,Early Rounds,Win,Arnaud Di Pasquale,14
2001-580,Australian Open,Hard,128,G,20010115,67,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,102765,,,Nicolas Escude,R,185,FRA,24.7857631759,46,840,6-1 6-4 6-4,5,R64,105,12,6,104,65,47,21,13,5,6,0,2,80,47,27,20,14,2,7,2001-01-15,#aeb7c6,508.37,9.60,508.37,690.40,5.5,Early Rounds,Win,Nicolas Escude,15
2001-580,Australian Open,Hard,128,G,20010115,98,103096,15,,Arnaud Clement,R,173,FRA,23.0800821355,18,1360,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,7-6(5) 6-4 6-4,5,R32,128,3,4,101,61,44,24,16,5,8,13,10,118,74,48,18,16,6,11,2001-01-15,#aeb7c6,529.96,9.43,529.96,690.57,5.5,Early Rounds,Loss,Arnaud Clement,16
2001-520,Roland Garros,Clay,128,G,20010528,53,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,102999,,Q,Stefano Galvani,R,178,ITA,23.9835728953,239,147,6-3 6-3 6-3,5,R128,104,10,5,84,44,33,23,14,11,13,0,12,99,44,25,24,13,13,20,2001-05-28,#aeb7c6,552.68,9.49,552.68,690.51,5.5,Early Rounds,Win,Stefano Galvani,17
2001-520,Roland Garros,Clay,128,G,20010528,91,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,102227,,,Sargis Sargsian,R,180,ARM,27.9835728953,115,361,4-6 3-6 6-2 6-4 9-7,5,R64,197,9,2,147,97,70,30,26,7,10,2,5,169,104,67,39,27,5,10,2001-05-28,#aeb7c6,597.61,9.32,597.61,690.68,5.5,Early Rounds,Win,Sargis Sargsian,18
2001-520,Roland Garros,Clay,128,G,20010528,110,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,103176,,,David Sanchez,R,183,ESP,23.1047227926,89,482,6-4 6-3 1-6 6-3,5,R32,139,4,3,112,72,54,16,17,14,18,2,4,115,70,41,26,18,10,15,2001-05-28,#aeb7c6,576.35,9.14,576.35,690.86,5.5,Early Rounds,Win,David Sanchez,19
2001-520,Roland Garros,Clay,128,G,20010528,119,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,101885,,,Wayne Arthurs,L,190,AUS,30.1957563313,59,693,3-6 6-3 6-4 6-2,5,R16,147,5,3,106,57,45,29,18,3,5,12,9,147,74,53,30,18,19,24,2001-05-28,#49b6c2,296.81,56.74,296.81,643.26,7.2,R16 / Quarter-Final,Win,Wayne Arthurs,20
2001-520,Roland Garros,Clay,128,G,20010528,124,102374,13,,Alex Corretja,R,180,ESP,27.1293634497,13,1825,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,7-5 6-4 7-5,5,QF,161,1,4,127,82,50,23,17,12,16,2,5,104,69,42,15,17,10,17,2001-05-28,#49b6c2,478.81,395.11,478.81,304.89,7.2,R16 / Quarter-Final,Loss,Alex Corretja,21
2001-540,Wimbledon,Grass,128,G,20010625,8,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,103294,,,Christophe Rochus,R,170,BEL,22.5270362765,83,528,6-2 6-3 6-2,5,R128,66,18,0,65,50,42,9,13,1,2,0,3,72,35,19,17,12,2,8,2001-06-25,#aeb7c6,619.10,8.88,619.10,691.12,5.5,Early Rounds,Win,Christophe Rochus,22
2001-540,Wimbledon,Grass,128,G,20010625,68,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,103598,,,Xavier Malisse,R,185,BEL,20.9336071184,53,737,6-3 7-5 3-6 4-6 6-3,5,R64,149,10,1,172,113,75,32,25,22,26,8,4,122,79,60,27,24,3,8,2001-06-25,#aeb7c6,641.97,8.80,641.97,691.20,5.5,Early Rounds,Win,Xavier Malisse,23
2001-540,Wimbledon,Grass,128,G,20010625,98,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,102035,33,,Jonas Bjorkman,R,183,SWE,29.2566735113,41,875,7-6(4) 6-3 7-6(2),5,R32,141,9,4,130,81,59,28,17,10,11,7,8,125,85,60,17,16,6,8,2001-06-25,#aeb7c6,810.35,29.22,810.35,670.78,5.5,Early Rounds,Win,Jonas Bjorkman,24
2001-540,Wimbledon,Grass,128,G,20010625,113,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,101948,1,,Pete Sampras,R,185,USA,29.8699520876,6,2790,7-6(7) 5-7 6-4 6-7(2) 7-5,5,R16,221,25,6,181,113,93,35,29,9,11,26,9,189,132,101,26,29,11,14,2001-06-25,#49b6c2,654.94,58.96,654.94,641.04,7.2,R16 / Quarter-Final,Win,Pete Sampras,25
2001-540,Wimbledon,Grass,128,G,20010625,121,102450,6,,Tim Henman,R,185,GBR,26.8008213552,11,1995,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,7-5 7-6(6) 2-6 7-6(6),5,QF,193,7,6,140,89,69,25,22,8,12,12,2,150,91,69,29,22,6,9,2001-06-25,#49b6c2,406.52,397.96,406.52,302.04,7.2,R16 / Quarter-Final,Loss,Tim Henman,26
2001-560,US Open,Hard,128,G,20010827,57,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,102694,,,Lars Burgsmuller,R,183,GER,25.7248459959,72,572,6-4 6-4 6-4,5,R128,123,13,6,110,68,48,25,15,10,10,2,4,93,48,32,27,15,7,10,2001-08-27,#aeb7c6,237.47,9.61,237.47,690.39,5.5,Early Rounds,Win,Lars Burgsmuller,27
2001-560,US Open,Hard,128,G,20010827,93,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,104068,,WC,Robby Ginepri,R,183,USA,18.8884325804,327,92,6-2 7-5 6-1,5,R64,85,16,2,83,55,44,16,14,5,5,1,8,89,46,29,18,13,4,10,2001-08-27,#aeb7c6,236.49,271.92,236.49,428.08,5.5,Early Rounds,Win,Robby Ginepri,28
2001-560,US Open,Hard,128,G,20010827,111,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,102854,24,,Sjeng Schalken,R,193,NED,24.9664613279,24,1253,6-4 7-5 7-6(3),5,R32,118,11,7,93,54,47,21,17,1,3,4,3,110,68,45,19,17,2,6,2001-08-27,#aeb7c6,272.89,315.18,272.89,384.82,5.5,Early Rounds,Win,Sjeng Schalken,29
2001-560,US Open,Hard,128,G,20010827,120,101736,2,,Andre Agassi,R,180,USA,31.3292265572,2,3870,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,6-1 6-2 6-4,5,R16,83,6,1,80,53,38,19,12,9,9,1,2,59,28,17,15,13,1,6,2001-08-27,#49b6c2,683.33,163.19,683.33,536.81,7.2,R16 / Quarter-Final,Loss,Andre Agassi,30
2002-580,Australian Open,Hard,128,G,20020114,9,103819,11,,Roger Federer,R,185,SUI,20.4353182752,12,1845,102021,,,Michael Chang,R,175,USA,29.8945927447,94,445,6-4 6-4 6-3,5,R128,126,9,4,86,57,49,11,15,3,4,2,0,104,58,38,20,14,7,12,2002-01-14,#aeb7c6,361.71,290.27,361.71,409.73,5.5,Early Rounds,Win,Michael Chang,31
2002-580,Australian Open,Hard,128,G,20020114,69,103819,11,,Roger Federer,R,185,SUI,20.4353182752,12,1845,102722,,,Attila Savolt,R,183,HUN,25.9411362081,93,447,6-2 7-5 6-4,5,R64,124,10,0,86,60,48,15,15,4,5,8,5,110,62,47,15,15,8,13,2002-01-14,#aeb7c6,287.03,215.96,287.03,484.04,5.5,Early Rounds,Win,Attila Savolt,32
2002-580,Australian Open,Hard,128,G,20020114,99,103819,11,,Roger Federer,R,185,SUI,20.4353182752,12,1845,102783,,,Rainer Schuettler,R,180,GER,25.7221081451,41,955,7-6(6) 7-6(5) 6-4,5,R32,137,7,1,105,66,50,24,17,0,2,3,4,120,69,49,25,17,4,7,2002-01-14,#aeb7c6,461.33,624.03,461.33,75.97,5.5,Early Rounds,Win,Rainer Schuettler,33
2002-580,Australian Open,Hard,128,G,20020114,114,103163,7,,Tommy Haas,R,188,GER,23.7837097878,9,2150,103819,11,,Roger Federer,R,185,SUI,20.4353182752,12,1845,7-6(3) 4-6 3-6 6-4 8-6,5,R16,215,11,4,172,90,66,49,27,6,10,25,6,175,106,79,35,28,11,14,2002-01-14,#49b6c2,466.09,476.41,466.09,223.59,7.2,R16 / Quarter-Final,Loss,Tommy Haas,34
2002-520,Roland Garros,Clay,128,G,20020527,33,102271,,,Hicham Arazi,L,175,MAR,28.6023271732,45,790,103819,8,,Roger Federer,R,185,SUI,20.7994524298,8,2380,6-3 6-2 6-4,5,R128,95,1,0,80,48,33,20,14,5,7,5,4,85,43,29,15,13,8,14,2002-05-27,#aeb7c6,390.61,341.62,390.61,358.38,5.5,Early Rounds,Loss,Hicham Arazi,35
2002-540,Wimbledon,Grass,128,G,20020624,16,104339,,Q,Mario Ancic,R,196,CRO,18.2340862423,154,244,103819,7,,Roger Federer,R,185,SUI,20.8761122519,9,2160,6-3 7-6(2) 6-3,5,R128,100,5,3,96,51,45,25,16,5,6,1,8,86,47,36,18,14,3,6,2002-06-24,#aeb7c6,674.51,111.71,674.51,588.29,5.5,Early Rounds,Loss,Mario Ancic,36
2002-560,US Open,Hard,128,G,20020826,24,103819,13,,Roger Federer,R,185,SUI,21.0485968515,13,1925,103181,,,Jiri Vanek,R,185,CZE,24.3394934976,157,249,6-1 6-3 4-6 7-5,5,R128,126,8,7,105,58,44,28,19,0,3,5,1,116,59,37,29,19,8,15,2002-08-26,#aeb7c6,205.98,56.96,205.98,643.04,5.5,Early Rounds,Win,Jiri Vanek,37
2002-560,US Open,Hard,128,G,20020826,76,103819,13,,Roger Federer,R,185,SUI,21.0485968515,13,1925,102021,,,Michael Chang,R,175,USA,30.507871321,132,314,6-3 6-1 6-3,5,R64,95,12,7,81,55,43,12,13,4,5,2,5,81,46,28,13,12,3,9,2002-08-26,#aeb7c6,329.58,235.11,329.58,464.89,5.5,Early Rounds,Win,Michael Chang,38
2002-560,US Open,Hard,128,G,20020826,102,103819,13,,Roger Federer,R,185,SUI,21.0485968515,13,1925,103598,19,,Xavier Malisse,R,185,BEL,22.1026694045,19,1410,4-6 6-3 6-4 6-4,5,R32,133,8,4,112,62,48,29,20,3,6,4,6,119,65,44,30,19,8,13,2002-08-26,#aeb7c6,290.45,269.43,290.45,430.57,5.5,Early Rounds,Win,Xavier Malisse,39
2002-560,US Open,Hard,128,G,20020826,115,103018,32,,Max Mirnyi,R,196,BLR,25.1389459274,34,1035,103819,13,,Roger Federer,R,185,SUI,21.0485968515,13,1925,6-3 7-6(5) 6-4,5,R16,112,11,5,101,67,56,20,16,5,5,4,4,93,48,35,28,15,5,7,2002-08-26,#49b6c2,565.69,281.86,565.69,418.14,7.2,R16 / Quarter-Final,Loss,Max Mirnyi,40
2003-580,Australian Open,Hard,128,G,20030113,32,103819,6,,Roger Federer,R,185,SUI,21.4318959617,6,2475,103581,,,Flavio Saretta,R,183,BRA,22.5434633812,83,483,7-6(4) 7-5 6-3,5,R128,168,8,8,126,70,48,28,16,9,12,3,2,139,67,47,29,17,11,17,2003-01-13,#aeb7c6,347.57,214.34,347.57,485.66,5.5,Early Rounds,Win,Flavio Saretta,41
2003-580,Australian Open,Hard,128,G,20030113,80,103819,6,,Roger Federer,R,185,SUI,21.4318959617,6,2475,102694,,,Lars Burgsmuller,R,183,GER,27.1047227926,76,525,6-3 6-0 6-3,5,R64,104,3,4,72,32,24,25,12,0,1,1,6,87,46,21,21,12,3,10,2003-01-13,#aeb7c6,293.19,332.89,293.19,367.11,5.5,Early Rounds,Win,Lars Burgsmuller,42
2003-580,Australian Open,Hard,128,G,20030113,104,103819,6,,Roger Federer,R,185,SUI,21.4318959617,6,2475,103714,,Q,Andreas Vinciguerra,L,180,SWE,21.8973305955,145,264,6-3 6-4 6-2,5,R32,96,9,0,72,45,37,18,14,2,3,4,6,95,54,35,16,13,5,10,2003-01-13,#aeb7c6,254.06,373.61,254.06,326.39,5.5,Early Rounds,Win,Andreas Vinciguerra,43
2003-580,Australian Open,Hard,128,G,20030113,116,103900,10,,David Nalbandian,R,180,ARG,21.0321697467,12,1740,103819,6,,Roger Federer,R,185,SUI,21.4318959617,6,2475,6-4 3-6 6-1 1-6 6-3,5,R16,178,3,2,133,79,50,30,21,10,17,9,9,148,77,58,26,21,9,17,2003-01-13,#49b6c2,588.45,122.16,588.45,577.84,7.2,R16 / Quarter-Final,Loss,David Nalbandian,44
2003-520,Roland Garros,Clay,128,G,20030526,33,103632,,,Luis Horna,R,180,PER,22.6940451745,88,465,103819,5,,Roger Federer,R,185,SUI,21.7960301164,5,2465,7-6(6) 6-2 7-6(3),5,R128,131,4,2,111,86,60,15,16,4,6,10,4,103,59,45,18,16,4,8,2003-05-26,#aeb7c6,333.22,38.19,333.22,661.81,5.5,Early Rounds,Loss,Luis Horna,45
2003-540,Wimbledon,Grass,128,G,20030623,17,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102703,,,Hyung Taik Lee,R,180,KOR,27.4688569473,55,686,6-3 6-3 7-6(2),5,R128,105,15,3,99,64,48,19,15,7,9,2,4,97,67,43,11,15,6,11,2003-06-23,#aeb7c6,632.51,64.76,632.51,635.24,5.5,Early Rounds,Win,Hyung Taik Lee,46
2003-540,Wimbledon,Grass,128,G,20030623,73,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102905,,,Stefan Koubek,L,175,AUT,26.46954141,70,605,7-5 6-1 6-1,5,R64,77,6,3,73,44,35,16,13,2,3,0,3,75,45,20,15,13,5,12,2003-06-23,#aeb7c6,334.62,362.50,334.62,337.50,5.5,Early Rounds,Win,Stefan Koubek,47
2003-540,Wimbledon,Grass,128,G,20030623,101,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,103888,,,Mardy Fish,R,188,USA,21.5359342916,45,840,6-3 6-1 4-6 6-1,5,R32,120,13,4,110,59,43,31,17,5,6,9,6,102,56,38,19,16,6,12,2003-06-23,#aeb7c6,311.73,349.81,311.73,350.19,5.5,Early Rounds,Win,Mardy Fish,48
2003-540,Wimbledon,Grass,128,G,20030623,115,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,103852,,,Feliciano Lopez,L,188,ESP,21.7549623546,52,723,7-6(5) 6-4 6-4,5,R16,126,9,2,104,69,48,17,16,3,6,13,3,127,80,51,24,16,13,18,2003-06-23,#49b6c2,452.03,274.74,452.03,425.26,7.2,R16 / Quarter-Final,Win,Feliciano Lopez,49
2003-540,Wimbledon,Grass,128,G,20030623,122,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102854,8,,Sjeng Schalken,R,193,NED,26.7871321013,12,1715,6-3 6-4 6-4,5,QF,98,13,5,92,62,50,15,15,3,4,1,2,102,74,45,12,14,7,11,2003-06-23,#49b6c2,497.48,584.04,497.48,115.96,7.2,R16 / Quarter-Final,Win,Sjeng Schalken,50
2003-540,Wimbledon,Grass,128,G,20030623,125,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,104053,5,,Andy Roddick,R,188,USA,20.8131416838,6,2390,7-6(6) 6-3 6-3,5,SF,103,17,0,84,51,42,25,15,2,2,4,0,99,57,42,21,15,5,8,2003-06-23,#a56bc5,555.21,73.90,555.21,626.10,9,Semi-Final / Final,Win,Andy Roddick,51
2003-540,Wimbledon,Grass,128,G,20030623,127,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102882,,,Mark Philippoussis,R,196,AUS,26.6228610541,48,735,7-6(5) 6-2 7-6(3),5,F,116,21,2,93,53,47,27,16,0,0,14,4,102,70,54,14,16,3,5,2003-06-23,#f1c34a,326.47,323.24,326.47,376.76,11,Title Win,Win,Mark Philippoussis,52
2003-560,US Open,Hard,128,G,20030825,64,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,104076,,,Jose Acasuso,R,190,ARG,20.8459958932,75,507,5-7 6-3 6-3 2-0 RET,5,R128,126,15,3,76,55,47,14,16,2,4,9,3,129,75,48,25,16,12,17,2003-08-25,#aeb7c6,356.16,377.19,356.16,322.81,5.5,Early Rounds,Win,Jose Acasuso,53
2003-560,US Open,Hard,128,G,20030825,96,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,103444,,,Jean Rene Lisnard,R,173,MON,23.9151266256,94,405,6-1 6-2 6-0,5,R64,77,5,2,61,41,34,12,11,1,1,0,8,76,33,16,18,10,7,14,2003-08-25,#aeb7c6,374.94,394.95,374.94,305.05,5.5,Early Rounds,Win,Jean Rene Lisnard,54
2003-560,US Open,Hard,128,G,20030825,112,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,103484,,,James Blake,R,185,USA,23.6577686516,35,995,6-3 7-6(4) 6-3,5,R32,119,10,3,101,62,47,25,16,3,4,5,6,128,78,53,23,14,20,23,2003-08-25,#aeb7c6,389.31,412.43,389.31,287.57,5.5,Early Rounds,Win,James Blake,55
2003-560,US Open,Hard,128,G,20030825,120,103900,13,,David Nalbandian,R,180,ARG,21.6454483231,13,1700,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,3-6 7-6(1) 6-4 6-3,5,R16,172,3,4,112,67,45,28,19,5,9,16,4,143,78,52,28,21,10,16,2003-08-25,#49b6c2,407.53,330.12,407.53,369.88,7.2,R16 / Quarter-Final,Loss,David Nalbandian,56
2004-580,Australian Open,Hard,128,G,20040119,64,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,104166,,Q,Alex Bogomolov Jr,R,178,RUS,20.7419575633,117,357,6-3 6-4 6-0,5,R128,89,13,3,68,41,33,20,13,0,0,0,3,81,54,35,9,12,4,9,2004-01-19,#aeb7c6,400.30,434.93,400.30,265.07,5.5,Early Rounds,Win,Alex Bogomolov Jr,57
2004-580,Australian Open,Hard,128,G,20040119,96,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103319,,Q,Jeff Morrison,R,185,USA,24.9555099247,156,247,6-2 6-3 6-4,5,R64,94,5,2,84,52,40,21,14,4,4,8,0,93,55,37,17,13,7,11,2004-01-19,#aeb7c6,836.13,37.94,836.13,662.06,5.5,Early Rounds,Win,Jeff Morrison,58
2004-580,Australian Open,Hard,128,G,20040119,112,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,104379,,WC,Todd Reid,R,180,AUS,19.627652293,148,253,6-3 6-0 6-1,5,R32,74,5,3,57,31,23,17,11,0,1,1,3,71,41,18,10,11,6,14,2004-01-19,#aeb7c6,628.21,88.21,628.21,611.79,5.5,Early Rounds,Win,Todd Reid,59
2004-580,Australian Open,Hard,128,G,20040119,120,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103720,15,,Lleyton Hewitt,R,180,AUS,22.8993839836,11,1625,4-6 6-3 6-0 6-4,5,R16,138,14,4,117,69,51,27,18,6,7,5,5,113,74,49,19,17,8,13,2004-01-19,#49b6c2,365.22,174.70,365.22,525.30,7.2,R16 / Quarter-Final,Win,Lleyton Hewitt,60
2004-580,Australian Open,Hard,128,G,20040119,124,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103900,8,,David Nalbandian,R,180,ARG,22.0479123888,8,2060,7-5 6-4 5-7 6-3,5,QF,161,20,3,127,76,63,22,22,8,11,5,2,117,76,52,25,21,7,12,2004-01-19,#49b6c2,355.48,313.96,355.48,386.04,7.2,R16 / Quarter-Final,Win,David Nalbandian,61
2004-580,Australian Open,Hard,128,G,20040119,126,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103507,3,,Juan Carlos Ferrero,R,183,ESP,23.9342915811,3,4145,6-4 6-1 6-4,5,SF,89,11,1,83,60,50,10,14,4,4,6,0,71,41,27,16,13,2,6,2004-01-19,#a56bc5,485.49,529.17,485.49,170.83,9,Semi-Final / Final,Win,Juan Carlos Ferrero,62
2004-580,Australian Open,Hard,128,G,20040119,127,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103498,,,Marat Safin,R,193,RUS,23.9780971937,86,430,7-6(3) 6-4 6-2,5,F,135,8,2,90,48,36,25,15,1,3,3,5,116,57,36,28,15,13,18,2004-01-19,#f1c34a,467.43,300.15,467.43,399.85,11,Title Win,Win,Marat Safin,63
2004-520,Roland Garros,Clay,128,G,20040524,1,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,104019,,LL,Kristof Vliegen,R,193,BEL,21.9219712526,110,370,6-1 6-2 6-1,5,R128,76,4,1,54,33,29,15,11,0,0,0,5,74,46,24,11,11,7,14,2004-05-24,#aeb7c6,394.04,246.48,394.04,453.52,5.5,Early Rounds,Win,Kristof Vliegen,64
2004-520,Roland Garros,Clay,128,G,20040524,65,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,103017,,,Nicolas Kiefer,R,183,GER,26.8856947296,34,1005,6-3 6-4 7-6(6),5,R64,151,5,12,126,67,53,23,15,12,15,2,6,109,56,39,21,16,7,13,2004-05-24,#aeb7c6,350.56,189.23,350.56,510.77,5.5,Early Rounds,Win,Nicolas Kiefer,65
2004-520,Roland Garros,Clay,128,G,20040524,97,102856,28,,Gustavo Kuerten,R,190,BRA,27.7015742642,30,1065,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,6-4 6-4 6-4,5,R32,124,6,0,91,47,33,29,15,1,2,10,2,95,60,41,17,15,8,12,2004-05-24,#aeb7c6,658.03,154.04,658.03,545.96,5.5,Early Rounds,Loss,Gustavo Kuerten,66
