tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,match_date,color,X,Y,Tableau X,Tableau Y,Radius,Stage Group,Result,Opponent,Point ID
2009-520,Roland Garros,Clay,128,G,20090525,112,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,103908,32,,Paul Henri Mathieu,R,185,FRA,27.3648186174,35,1490,4-6 6-1 6-4 6-4,5,R32,166,14,3,110,65,53,22,19,5,7,8,3,126,75,49,24,18,11,16,2009-05-25,#aeb7c6,43.13,133.09,43.13,566.91,5.5,Early Rounds,Win,Paul Henri Mathieu,199
2009-520,Roland Garros,Clay,128,G,20090525,120,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,103163,,,Tommy Haas,R,188,GER,31.1430527036,63,1015,6-7(4) 5-7 6-4 6-0 6-2,5,R16,187,16,1,130,82,70,29,24,3,5,11,3,145,93,63,28,24,8,15,2009-05-25,#49b6c2,487.20,495.15,487.20,204.85,7.2,R16 / Quarter-Final,Win,Tommy Haas,200
2009-520,Roland Garros,Clay,128,G,20090525,124,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,104792,11,,Gael Monfils,R,193,FRA,22.7296372348,10,3150,7-6(6) 6-2 6-4,5,QF,130,8,1,94,54,43,26,15,4,4,7,1,105,61,41,22,15,2,5,2009-05-25,#49b6c2,299.94,166.89,299.94,533.11,7.2,R16 / Quarter-Final,Win,Gael Monfils,201
2009-520,Roland Garros,Clay,128,G,20090525,126,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,105223,5,,Juan Martin Del Potro,R,198,ARG,20.6680355921,5,4830,3-6 7-6(2) 2-6 6-1 6-4,5,SF,209,5,1,142,92,67,26,24,8,13,16,6,168,98,72,30,22,8,12,2009-05-25,#a56bc5,495.64,228.39,495.64,471.61,9,Semi-Final / Final,Win,Juan Martin Del Potro,202
2009-520,Roland Garros,Clay,128,G,20090525,127,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,104417,23,,Robin Soderling,R,193,SWE,24.7775496235,25,1775,6-1 7-6(1) 6-4,5,F,115,16,2,79,52,44,18,14,2,2,2,3,91,55,35,20,15,2,6,2009-05-25,#f1c34a,405.23,133.88,405.23,566.12,11,Title Win,Win,Robin Soderling,203
2009-540,Wimbledon,Grass,128,G,20090622,64,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,104229,,,Yen Hsun Lu,R,180,TPE,25.8562628337,65,932,7-5 6-3 6-2,5,R128,105,10,1,75,53,45,15,15,2,3,3,1,93,64,40,13,14,6,11,2009-06-22,#aeb7c6,16.68,56.18,16.68,643.82,5.5,Early Rounds,Win,Yen Hsun Lu,204
2009-540,Wimbledon,Grass,128,G,20090622,96,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,104198,,,Guillermo Garcia Lopez,R,188,ESP,26.0506502396,42,1186,6-2 6-2 6-4,5,R64,90,11,2,75,48,44,13,13,2,2,3,6,74,55,35,9,13,2,7,2009-06-22,#aeb7c6,26.70,159.23,26.70,540.77,5.5,Early Rounds,Win,Guillermo Garcia Lopez,205
2009-540,Wimbledon,Grass,128,G,20090622,112,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,104259,27,,Philipp Kohlschreiber,R,178,GER,25.6837782341,32,1540,6-3 6-2 6-7(5) 6-1,5,R32,151,15,2,126,87,66,20,19,5,7,5,4,126,81,50,20,17,15,22,2009-06-22,#aeb7c6,40.36,182.01,40.36,517.99,5.5,Early Rounds,Win,Philipp Kohlschreiber,206
2009-540,Wimbledon,Grass,128,G,20090622,120,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,104417,13,,Robin Soderling,R,193,SWE,24.8542094456,12,2825,6-4 7-6(5) 7-6(5),5,R16,119,23,0,102,68,60,21,17,2,2,16,3,98,55,50,26,17,3,4,2009-06-22,#49b6c2,178.95,97.99,178.95,602.01,7.2,R16 / Quarter-Final,Win,Robin Soderling,207
2009-540,Wimbledon,Grass,128,G,20090622,124,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,103333,22,,Ivo Karlovic,R,208,CRO,30.3134839151,36,1295,6-3 7-5 7-6(3),5,QF,103,7,2,85,53,50,24,17,0,0,23,2,82,57,46,15,16,0,2,2009-06-22,#49b6c2,540.43,647.75,540.43,52.25,7.2,R16 / Quarter-Final,Win,Ivo Karlovic,208
2009-540,Wimbledon,Grass,128,G,20090622,126,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,103163,24,,Tommy Haas,R,188,GER,31.2197125257,34,1405,7-6(3) 7-5 6-3,5,SF,123,11,1,83,62,55,17,17,0,0,11,5,110,72,53,17,16,6,8,2009-06-22,#a56bc5,589.34,305.63,589.34,394.37,9,Semi-Final / Final,Win,Tommy Haas,209
2009-540,Wimbledon,Grass,128,G,20090622,127,103819,2,,Roger Federer,R,185,SUI,27.871321013,2,10620,104053,6,,Andy Roddick,R,188,USA,26.8117727584,6,4310,5-7 7-6(6) 7-6(5) 3-6 16-14,5,F,256,50,4,197,127,113,42,37,3,5,27,4,239,169,140,31,38,6,7,2009-06-22,#f1c34a,293.37,138.97,293.37,561.03,11,Title Win,Win,Andy Roddick,210
2009-560,US Open,Hard,128,G,20090831,1,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,105730,,WC,Devin Britton,R,193,USA,18.4585900068,1370,4,6-1 6-3 7-5,5,R128,88,6,3,69,45,37,13,14,1,3,6,9,100,58,34,15,14,2,9,2009-08-31,#aeb7c6,36.92,78.83,36.92,621.17,5.5,Early Rounds,Win,Devin Britton,211
2009-560,US Open,Hard,128,G,20090831,65,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103752,,,Simon Greul,R,185,GER,28.3832991102,65,836,6-3 7-5 7-5,5,R64,118,8,2,99,66,48,23,17,5,6,0,4,93,46,32,25,16,4,8,2009-08-31,#aeb7c6,56.17,205.99,56.17,494.01,5.5,Early Rounds,Win,Simon Greul,212
2009-560,US Open,Hard,128,G,20090831,97,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103720,31,,Lleyton Hewitt,R,180,AUS,28.514715948,32,1285,4-6 6-3 7-5 6-4,5,R32,153,15,4,134,75,56,31,21,11,14,5,4,110,57,40,29,20,6,11,2009-08-31,#aeb7c6,36.95,108.78,36.95,591.22,5.5,Early Rounds,Win,Lleyton Hewitt,213
2009-560,US Open,Hard,128,G,20090831,113,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103990,14,,Tommy Robredo,R,180,ESP,27.3347022587,15,2165,7-5 6-2 6-2,5,R16,108,9,0,75,47,41,19,14,4,4,2,2,93,64,40,11,14,5,10,2009-08-31,#49b6c2,256.11,90.19,256.11,609.81,7.2,R16 / Quarter-Final,Win,Tommy Robredo,214
2009-560,US Open,Hard,128,G,20090831,121,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,104417,12,,Robin Soderling,R,193,SWE,25.0458590007,12,2665,6-0 6-3 6-7(6) 7-6(6),5,QF,153,28,3,128,85,73,24,20,5,5,11,5,127,85,62,19,19,7,11,2009-08-31,#49b6c2,392.94,628.49,392.94,71.51,7.2,R16 / Quarter-Final,Win,Robin Soderling,215
2009-560,US Open,Hard,128,G,20090831,125,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,104925,4,,Novak Djokovic,R,188,SRB,22.2778918549,4,7660,7-6(3) 7-5 7-5,5,SF,154,8,3,109,63,49,28,18,2,3,6,4,115,78,53,20,18,7,10,2009-08-31,#a56bc5,381.80,194.45,381.80,505.55,9,Semi-Final / Final,Win,Novak Djokovic,216
2009-560,US Open,Hard,128,G,20090831,127,105223,6,,Juan Martin Del Potro,R,198,ARG,20.9363449692,6,5325,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,3-6 7-6(5) 4-6 7-6(4) 6-2,5,F,246,8,6,171,112,81,33,25,17,22,14,11,181,93,67,48,26,10,15,2009-08-31,#a56bc5,683.62,84.65,683.62,615.35,9,Semi-Final / Final,Loss,Juan Martin Del Potro,217
2010-580,Australian Open,Hard,128,G,20100118,1,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104214,,,Igor Andreev,R,185,RUS,26.5160848734,37,1030,4-6 6-2 7-6(2) 6-0,5,R128,164,9,2,102,57,44,22,18,6,11,2,7,136,84,48,19,18,10,19,2010-01-18,#aeb7c6,49.68,52.94,49.68,647.06,5.5,Early Rounds,Win,Igor Andreev,218
2010-580,Australian Open,Hard,128,G,20100118,65,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103812,,,Victor Hanescu,R,198,ROU,28.4955509925,47,905,6-2 6-3 6-2,5,R64,99,8,1,73,50,41,14,13,5,5,3,1,87,61,34,12,12,6,11,2010-01-18,#aeb7c6,123.78,265.81,123.78,434.19,5.5,Early Rounds,Win,Victor Hanescu,219
2010-580,Australian Open,Hard,128,G,20100118,97,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103656,31,,Albert Montanes,R,175,ESP,29.144421629,32,1185,6-3 6-4 6-4,5,R32,108,10,3,79,52,46,15,15,0,0,7,1,91,55,33,23,14,3,6,2010-01-18,#aeb7c6,151.56,281.29,151.56,418.71,5.5,Early Rounds,Win,Albert Montanes,220
2010-580,Australian Open,Hard,128,G,20100118,113,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103720,22,,Lleyton Hewitt,R,180,AUS,28.8980150582,22,1600,6-2 6-3 6-4,5,R16,115,7,0,79,50,38,19,14,4,5,5,2,100,61,37,18,13,10,15,2010-01-18,#49b6c2,542.90,343.34,542.90,356.66,7.2,R16 / Quarter-Final,Win,Lleyton Hewitt,221
2010-580,Australian Open,Hard,128,G,20100118,121,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103786,6,,Nikolay Davydenko,R,178,RUS,28.629705681,6,4930,2-6 6-3 6-0 7-5,5,QF,156,8,4,122,73,49,24,18,14,19,1,4,107,66,39,16,17,6,14,2010-01-18,#49b6c2,463.36,507.96,463.36,192.04,7.2,R16 / Quarter-Final,Win,Nikolay Davydenko,222
2010-580,Australian Open,Hard,128,G,20100118,125,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.7556468172,10,2875,6-2 6-3 6-2,5,SF,88,4,0,69,44,37,17,13,0,0,6,5,70,42,28,11,12,5,10,2010-01-18,#a56bc5,387.79,279.28,387.79,420.72,9,Semi-Final / Final,Win,Jo Wilfried Tsonga,223
2010-580,Australian Open,Hard,128,G,20100118,127,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104918,5,,Andy Murray,R,190,GBR,22.6803559206,4,6780,6-3 6-4 7-6(11),5,F,161,11,2,112,75,54,22,16,6,8,10,4,104,58,40,24,15,8,12,2010-01-18,#f1c34a,284.87,87.02,284.87,612.98,11,Title Win,Win,Andy Murray,224
2010-520,Roland Garros,Clay,128,G,20100524,1,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,103429,,,Peter Luczak,R,183,AUS,30.7296372348,71,691,6-4 6-1 6-2,5,R128,108,7,0,69,49,39,15,13,1,1,6,1,81,46,27,17,12,7,12,2010-05-24,#aeb7c6,182.02,293.32,182.02,406.68,5.5,Early Rounds,Win,Peter Luczak,225
2010-520,Roland Garros,Clay,128,G,20100524,65,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104268,,,Alejandro Falla,L,185,COL,26.5242984257,70,705,7-6(4) 6-2 6-4,5,R64,120,6,0,104,65,49,21,15,7,8,3,2,94,64,41,16,15,5,9,2010-05-24,#aeb7c6,212.48,303.74,212.48,396.26,5.5,Early Rounds,Win,Alejandro Falla,226
2010-520,Roland Garros,Clay,128,G,20100524,97,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104714,,Q,Julian Reister,R,188,GER,24.1423682409,165,296,6-4 6-0 6-4,5,R32,93,6,3,72,41,36,19,13,0,0,1,2,80,61,32,9,13,8,13,2010-05-24,#aeb7c6,229.69,313.28,229.69,386.72,5.5,Early Rounds,Win,Julian Reister,227
2010-520,Roland Garros,Clay,128,G,20100524,113,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104527,20,,Stanislas Wawrinka,R,183,SUI,25.1553730322,24,1600,6-3 7-6(5) 6-2,5,R16,116,7,0,89,59,43,19,14,3,4,5,4,87,48,38,16,15,3,8,2010-05-24,#49b6c2,540.38,147.03,540.38,552.97,7.2,R16 / Quarter-Final,Win,Stanislas Wawrinka,228
2010-520,Roland Garros,Clay,128,G,20100524,121,104417,5,,Robin Soderling,R,193,SWE,25.7741273101,7,4755,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,3-6 6-3 7-5 6-4,5,QF,150,14,6,126,81,59,25,20,5,7,12,2,119,76,56,23,20,5,9,2010-05-24,#49b6c2,259.89,139.13,259.89,560.87,7.2,R16 / Quarter-Final,Loss,Robin Soderling,229
2010-540,Wimbledon,Grass,128,G,20100621,1,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,104268,,,Alejandro Falla,L,185,COL,26.6009582478,60,767,5-7 4-6 6-4 7-6(1) 6-0,5,R128,198,21,7,151,89,70,34,25,7,10,8,2,177,107,72,35,25,9,14,2010-06-21,#aeb7c6,245.84,324.59,245.84,375.41,5.5,Early Rounds,Win,Alejandro Falla,230
2010-540,Wimbledon,Grass,128,G,20100621,65,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,104592,,Q,Ilija Bozoljac,R,193,SRB,24.8843258042,152,328,6-3 6-7(4) 6-4 7-6(5),5,R64,166,16,1,135,94,72,29,21,4,4,31,6,140,90,70,28,22,10,13,2010-06-21,#aeb7c6,262.00,335.90,262.00,364.10,5.5,Early Rounds,Win,Ilija Bozoljac,231
2010-540,Wimbledon,Grass,128,G,20100621,97,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,103096,,,Arnaud Clement,R,173,FRA,32.5092402464,86,620,6-2 6-4 6-2,5,R32,95,7,3,68,44,37,16,13,1,1,5,0,76,44,32,11,13,5,10,2010-06-21,#aeb7c6,250.01,353.69,250.01,346.31,5.5,Early Rounds,Win,Arnaud Clement,232
2010-540,Wimbledon,Grass,128,G,20100621,113,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,103781,16,,Jurgen Melzer,L,183,AUT,29.0814510609,16,2125,6-3 6-2 6-3,5,R16,84,11,2,65,34,29,21,13,0,1,6,3,77,55,29,10,13,4,10,2010-06-21,#49b6c2,680.08,55.76,680.08,644.24,7.2,R16 / Quarter-Final,Win,Jurgen Melzer,233
2010-540,Wimbledon,Grass,128,G,20100621,121,104607,12,,Tomas Berdych,R,196,CZE,24.758384668,13,2825,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,6-4 3-6 6-1 6-4,5,QF,155,12,6,124,72,59,23,18,7,8,14,1,121,82,57,19,18,2,6,2010-06-21,#49b6c2,323.72,187.16,323.72,512.84,7.2,R16 / Quarter-Final,Loss,Tomas Berdych,234
2010-560,US Open,Hard,128,G,20100830,64,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104314,,,Brian Dabul,L,170,ARG,26.5133470226,96,577,6-1 6-4 6-2,5,R128,93,18,1,74,49,41,14,13,1,1,0,3,85,57,35,12,12,14,19,2010-08-30,#aeb7c6,293.73,360.52,293.73,339.48,5.5,Early Rounds,Win,Brian Dabul,235
2010-560,US Open,Hard,128,G,20100830,96,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104676,,,Andreas Beck,L,190,GER,24.5639972621,104,506,6-3 6-4 6-3,5,R64,101,15,0,74,40,32,22,14,1,2,8,11,86,50,34,14,14,5,10,2010-08-30,#aeb7c6,275.05,374.50,275.05,325.50,5.5,Early Rounds,Win,Andreas Beck,236
2010-560,US Open,Hard,128,G,20100830,112,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,103908,,,Paul Henri Mathieu,R,185,FRA,28.629705681,109,494,6-4 6-3 6-3,5,R32,99,13,0,77,47,40,19,14,4,4,3,3,71,37,28,15,14,2,6,2010-08-30,#aeb7c6,784.39,37.77,784.39,662.23,5.5,Early Rounds,Win,Paul Henri Mathieu,237
2010-560,US Open,Hard,128,G,20100830,120,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,103781,13,,Jurgen Melzer,L,183,AUT,29.273100616,15,2470,6-3 7-6(4) 6-3,5,R16,123,10,1,105,64,49,25,16,10,12,1,3,96,64,38,18,14,4,8,2010-08-30,#49b6c2,462.33,582.48,462.33,117.52,7.2,R16 / Quarter-Final,Win,Jurgen Melzer,238
2010-560,US Open,Hard,128,G,20100830,124,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104417,5,,Robin Soderling,R,193,SWE,26.0424366872,5,4910,6-4 6-4 7-5,5,QF,116,18,2,91,58,50,15,16,4,6,2,4,93,54,36,20,16,1,6,2010-08-30,#49b6c2,550.42,212.48,550.42,487.52,7.2,R16 / Quarter-Final,Win,Robin Soderling,239
2010-560,US Open,Hard,128,G,20100830,126,104925,3,,Novak Djokovic,R,188,SRB,23.2744695414,3,6665,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,5-7 6-1 5-7 6-2 7-5,5,SF,224,4,3,151,94,64,36,26,4,7,12,5,160,84,62,35,25,6,12,2010-08-30,#a56bc5,355.02,346.46,355.02,353.54,9,Semi-Final / Final,Loss,Novak Djokovic,240
2011-580,Australian Open,Hard,128,G,20110117,64,103819,2,,Roger Federer,R,185,SUI,29.4428473648,2,9245,105041,,,Lukas Lacko,R,185,SVK,23.2060232717,97,553,6-1 6-1 6-3,5,R128,84,8,1,59,38,33,14,12,0,1,3,1,83,56,33,6,11,7,14,2011-01-17,#aeb7c6,761.28,53.02,761.28,646.98,5.5,Early Rounds,Win,Lukas Lacko,241
2011-580,Australian Open,Hard,128,G,20110117,96,103819,2,,Roger Federer,R,185,SUI,29.4428473648,2,9245,104468,,,Gilles Simon,R,183,FRA,26.0561259411,34,1210,6-2 6-3 4-6 4-6 6-3,5,R64,193,11,1,126,77,61,21,23,4,9,8,5,155,88,49,37,23,10,18,2011-01-17,#aeb7c6,737.95,71.00,737.95,629.00,5.5,Early Rounds,Win,Gilles Simon,242
2011-580,Australian Open,Hard,128,G,20110117,112,103819,2,,Roger Federer,R,185,SUI,29.4428473648,2,9245,103598,,,Xavier Malisse,R,185,BEL,30.4969199179,45,956,6-3 6-3 6-1,5,R32,105,6,1,83,50,35,17,13,1,3,4,2,85,51,27,12,12,10,17,2011-01-17,#aeb7c6,704.28,8.94,704.28,691.06,5.5,Early Rounds,Win,Xavier Malisse,243
2011-580,Australian Open,Hard,128,G,20110117,120,103819,2,,Roger Federer,R,185,SUI,29.4428473648,2,9245,103990,,,Tommy Robredo,R,180,ESP,28.7145790554,52,890,6-3 3-6 6-3 6-2,5,R16,145,11,1,105,73,58,19,18,1,2,7,1,109,68,49,20,17,6,10,2011-01-17,#49b6c2,450.12,646.08,450.12,53.92,7.2,R16 / Quarter-Final,Win,Tommy Robredo,244
2011-580,Australian Open,Hard,128,G,20110117,124,103819,2,,Roger Federer,R,185,SUI,29.4428473648,2,9245,104527,19,,Stanislas Wawrinka,R,183,SUI,25.8069815195,19,1855,6-1 6-3 6-3,5,QF,107,5,0,75,58,42,13,13,1,1,1,0,81,47,27,19,12,2,6,2011-01-17,#49b6c2,409.81,511.73,409.81,188.27,7.2,R16 / Quarter-Final,Win,Stanislas Wawrinka,245
